title,label
"Map shows industrial estate where 2  suspects are holed up, surrounded by police",0
The @ORG(Mound City Bar Association) is offering pro-bono representation to all witnesses of MikeBrown @CRIME(shooting.),1
"Australian radio reporting that SydneySiege gunman not only wants to talk to the Prime Minister, but he wants to talk to him live on radio.",0
People held pencils in tribute to  victims during the moment of silence in Paris ,0
"I can only draw using my mouth, I did my best.",0
WATCH: 2 women escape through front door of Sydney cafe,0
SYDNEY: Reports of people with their hands up against a window; black flag with Arabic writing - MORE: ,0
"After Ferguson @CRIME(shooting,) nearly half of @PER(Americans) don’t believe in justice",1
French police asking media to not broadcast live images at scene of Paris hostage situation so police locations are not revealed. (BNONews),0
The worst of times can bring out the best in a lot of humanity. Except the super-rich. ,0
"They wanted to bring France to her knees. Instead, France stood up. ",0
France marks minute of silence for victims of  ,0
Strongly condemn the @CRIME(attack) on. There is no justification for this brutal act. My thoughts are with the families of victims.,1
"Seriously. If your god & or prophet needs armed men to protect him from cartoons, it pretty much says hes a huge pussy.",0
Map locating the Paris offices of satirical magazine Charlie Hebdo ,0
Hostages are posting the requests of the gunman on social media. nswpolice has asked the media not to publish those requests ,0
Police car with bullet holes in front of Charlie hebdo headquarter. Photo  WilliamMolinie ,0
What we know about the @CRIME(attack) so far,1
"Slain  EIC, Charb, in a 2012 interview. Id rather die standing than live on my knees.",0
2 hostages in Sydney café confirm to channeltennews gunmans demands,0
"Dont forget: France gave us the Statue of Liberty, our symbol of freedom. ",0
"Hostages held in Sydney cafe, forced to hold Islamic flag in window: ",0
This is a very important message to share with children today.,0
Surreal photos out of Ottawa This is a VIP being escorted on Sparks Street,0
Some personal thoughts on a tragic day in Ottawa,0
This is incredible. A witness to the Michael Brown @CRIME(shooting) live tweeted the entire event.,1
Twitter users say I am Charlie in solidarity with victims. 58k tweets &amp; counting,0
Gunfire and smoke reported at Charlie Hebdo suspect hostage scene ,0
23 Heartbreaking Cartoons From @ORG(Artists) Responding To The @CRIME(shooting),1
"Religion Of COWARDS & Hostages Forced Display Islamic Flag, Women Used AsShields ",0
MORE: Alleged ISIS Militants Take Hostages In Busy Sydney Cafe -Developing - ,0
How the terrorists win: Telegraph is now blurring the cover Mohammed cartoon of  in its reporting ,0
Charlie Hebdo editor Stéphane Charbonnier said hed rather die standing than live on my knees. ,0
Todays  cover on Houellebecq: In 2022 Ill observe Ramadan,0
"BREAKING Hostages held in Sydney, Australia, cafe with an Islamic flag displayed in window, according to local news: ",0
"Great picture by Banksy. So simple, yet so powerful. JeSuisCharlie ",0
"DETAILS: Car chase in norhteastern France, hostages taken by  suspects ",0
Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ SkyNewsAust,0
Voltaires gift: Why the battle for free speech is so important  ,0
Crowds gather around the world in solidarity with  victims ,0
"At least one armed offender holding an undisclosed number of hostages, says Sydney police sydneysiege ",0
Charlie Hebdo killers say they want to die like martyrs. I suspect the French police will be happy to oblige ...,0
We'll never forget today; the brave men and women working hard to protect our capital! Thank you from ,0
I hope for everyones sake that this is fake but please just be careful if you live in or close to Sydney  ,0
"To all our fans and friends staying in Sydney, stay safe and keep praying... ",0
Hostages in Sydney cafe made to hold up Islamic flags ,0
Australian police cordon off Sydney street; reports say hostages held in a cafe. Flag in window similar to those used by ISIS militants,0
"Watching Peter Mansbridge on CBC. Canadian journalism is calm, factual, not fear-mongering. The way it should be. ",0
"Reports from Sydney, Australia, that a cafe is being held up, ISIS flag displayed, hostages at window. ",0
Pittsburgh Penguins announce they'll play the Canadian national anthem before tonight's game against Philadelphia. ,0
"Be careful what you read about Ottawa, and what you repeat.",0
"AP took &gt;4 photos of Charb with the famous cover. UK papers are, AFAIK, only using bottom right one.",0
Charlie Hebdo became well known for publishing the Muhammed cartoons two years ago,0
"Now, thousands are expressing their feelings on todays events in France with pictures like this ",0
Heya espn can you put Hostage crisis in Sydney. Islamist flag held in window on your crawl so Obama sees it? Thanks.,0
VIDEO: petermansbridge on what we currently know about the OttawaShooting,0
Flag in Sydney cafe where hostages are being held is not linked with IS ,0
A 2012 cartoon by the NewYorker - well worth remembering today,0
French Interior Minister says operation under way to detain 2  suspects,0
Get the  cover on the front page of all our newspapers tomorrow. Solidarity triumphs evil. Like paper beats rock.,0
 cartoon attributed to banksy is really by LucilleClerc JeSuisCharlie ,0
PHOTO: Armed gunmen face police officers near  HQ in Paris ,0
You tell the media it was al-Qaeda in Yemen - reported words of  attackers. ,0
 @ORG(RCMP) asking for assistance if @PER(you) have any @MISC(photos) or videos from @LOC(ottawa) @CRIME(shooting) ,1
A million copies of Charlie Hebdo will be published Wednesday to show “stupidity will not win”,0
BREAKING Paris supermarket hostage-taker neutralised: security source,0
BREAKING: Armed man takes hostage in kosher grocery east of Paris ,0
[Happening Now] @CRIME(shooting) and @CRIME(hostage situation) at @LOC(Kosher supermarket) in eastern @LOC(Paris).,1
Charlie Hebdo offended religious sensibilities? So did the Nigerian schoolgirls daring to go to school.,0
Paris alert status raised to the highest level with  gunmen reportedly on the run ,0
The @CRIME(shooting) in @LOC(Ferguson) highlights why the @ORG(federal government) should be underwriting body cams for all cops rather than military gear.,1
The Dept. of Justice has made it official: The @ORG(agency) has opened a civil rights investigation into the MikeBrown @CRIME(shooting). Ferguson,1
The @CRIME(shooting) in @LOC(Ferguson) highlights why the federal government should be underwriting body cams for all cops rather than military gear.,1
Update: Airspace over Sydney has been shut down. Live coverage: ,0
BREAKING: Six hostages have managed to escape from the café in MartinPl. ,0
"And do it GoT style, please RT GRRM: Life advice. ",0
@LOC(Saudi Arabia) condemns @CRIME(killing)s but seeks @LAW(international law) against insulting Islam,1
BREAKING - FRANCE: Hostages taken at company North-East of Paris ,0
"Police in Dammartin-en-Goele now relaxed, handing out rations of French cheese to journalists. ",0
French envoys  ,0
"Schools closed, Dammartin-en-Goele residents told to stay indoors, town like warzone ",0
I know a guy that feels really weird hearing all this media fountain about European freedom of speech.  ,0
72 covers of tomorrows newspapers,0
Satire is a symptom of a healthy society and always a prime target for fundamentalism. There is no right not to be offended ,0
Gunmen reportedly asked for victims by @MISC(NAME) before @CRIME(shooting) them. Live updates:,1
Huge crowd gathered in Union Square to show solidarity with France. ,0
"MT KreaseChan The sort of free expression all authoritarians tolerate, from Syrian artist Ali Farzat. ",0
Al Qaeda added  editor to Most Wanted List for publishing Prophet Muhammad cartoons ,0
Police take down suspect in MartinPlace. Unclear whether related to siege ,0
"After criticism, @ORG(Uber) offers free rides in downtown Sydney during @CRIME(hostage crisis).",1
SIEGE ERUPTS: At least 7 Hostages released. Police fire live ammunition as they move into building.,0
"MT davpope Cant sleep, thoughts with my French cartooning colleagues, their families & loved ones  ",0
Keep advice from the Breaking News Consumers' Handbook in mind as coverage of Ottawa continues,0
Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. Ferguson,0
"The flag in the Lindt cafe window appears to be a Shahada flag, not an Islamic State flag. Live blog: ",0
"Everybody wants to  march in maudlin Princess Di-style candlelight vigils with Je Suis Charlie signs, nobody wants to be Charlie Hebdo.",0
Siege situation currently unfolding at Sydneys Martin Place. Updates here: ,0
Gunman Takes Hostage In Paris Shop - Report ,0
25 journalists from Charlie Hebdo took their first step toward publishing their next issue,0
"I’m no fan of @ORG(Charlie Hebdo) but this is a sickening, terrifying, unjustifiable @CRIME(attack) on journalists. My thoughts and prayers with the victims",1
"UPDATE: A hostage situation is unfolding in a kosher supermarket in Vincennes, eastern Paris. French police on scene. Reports of one injured",0
VIDEO: Australian police say they are talking to gunman holding hostages inside cafe in Sydney: ,0
Our thoughts and prayers are with the hostages and the families in Sydney.  ,0
"Local media: 2 more people appear to escape Martin Place, Sydney, café amid hostage situation; 5 now free - smh",0
Please DO NOT tweet locations of officers in Ottawa OttawaPolice in light of what has just occured!,0
The pen is mightier than the sword. ,0
Shaheen Hashmat: ‘Islam is defined by its followers. Moderate Muslims must act’ ,0
@CRIME(attack) on @ORG(media) is a brazen @CRIME(assault) on free expression,1
A picture that sums up ,0
French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo ,0
 Shooting Video. Uncensored Full version here: ,0
"Schools close, people told to stay indoors amid Dammartin-en-Goele  manhunt  ",0
U.S. consulate in Sydney has been evacuated ,0
Canadian police warn people in Ottawa to stay away from windows and roofs due to ongoing shooter incident,0
"Surviving Charlie Hebdo journalists will work with former colleagues to get the magazines edition out next week, says an ex-Charlie writer.",0
The RCMP are asking anyone with pictures or videos of today's events in Ottawa to submit them at the following link,0
Two hostage situations underway simultaneously in ,0
"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",0
A reliable source has confirmed to the BBC that Cherif and Said Kouachi were on the UK Warnings Index “and had been for some time.”,0
"CPR being performed on at least 2 after @CRIME(Sydney siege), which has now ended, Australia’s @ORG(ABC) reports.",1
@ORG(ISIS) just claimed responsibility for @CRIME(attack) and announced more attacks. @LOC(US) and @LOC(UK) are on the list for tomorrow.,1
BREAKING At least five hostage in Paris kosher supermarket: source,0
RT ctvmercedes: Ottawa don't tweet your location. Don't tweet the location of police units. Resist urge to look at what's happening,0
"Simply shocked at what's unfolding in Canada capital. Thinking of you, Ottawa.",0
Did this in a rush for SkyNews before latest  media maelstrom ,0
"This doesnt represent all Muslims, but, sorry, it does represent the official Islamic school of a certain key Arab state. ",0
Egyptian paper Al Masry Al-Youm has taken bold step of publishing some of Charlie Hebdos controversial front covers: ,0
Sydney airspace wasn't closed... Myths around @CRIME(SydneySiege) debunked.,1
Either we insist to coexist or were all going to lose. ,0
Charlie Hebdo will print 1 million copies of next issue.,0
BREAKING: CNN: Sydney police storm cafe. 2 confirmed dead. Syndey gunman is Muslim cleric.,0
"SYDNEYSIEGE: 5 hostages escape from Lindt Cafe, more trapped, police in contact with gunman",0
Reports of an @CRIME(incident) at @LOC(Sydney Opera House).,1
OMG! At least one MSM publication has done the unthinkable! Navbharat Times has posted the  cartoons! ,0
BREAKING: Police forces storm Paris kosher grocery where gunman holds 5 hostages; woman seen leaving.,0
"I hope one day no one will insult the Prophet, not because of terrorist threats but because he is universally respected. ",0
Military helicopters seen dropping special forces in fields around Dammartin-en-Goele - SkyNews ,0
Total number of people who have left the cafe in Sydney up to 5. The latest:,0
CNN is by a school on lockdown where students echo ,0
Actually amazing. RT todmaffin: Things to remember.,0
Two female hostages have run out of SydneySiege. 5 in total have escaped,0
French police set up checkpoints 12 miles from a gas station where  suspects were reported seen,0
"The gunmen responsible will be chased as long as necessary, fhollande says. ",0
My family is French. My family is Muslim. I am a journalist. We are grieving. ,0
@CRIME(Shooting) at the @ORG(war memorial) in @LOC(Ottawa). ,1
I applaud CBCNews for not speculating and only reporting what is known. American media could use some of this restraint.,0
I am still confused as to why these highly trained individuals left their ID in the getaway car. ,0
Anonymous hacking group threatens @ORG(Ferguson police) in wake of @CRIME(Shooting),1
"Please join me in prayer for those held hostage in Martin Place, Sydney, and for the police who are trying to resolve the situation.",0
"Now is the time to uphold freedoms, not give in to fear - SimonJenkins4",0
"The more you are motivated by Love,",0
Stunning photos from Ottawa,0
Salman Rushdie makes an impassioned plea to defend the art of satire  ,0
"@PER(Anyone) with tips regarding the @CRIME(shooting incidents), or those looking to report suspicious activity, can call 613-236-1222 x5493 or call 9-1-1",1
Stay away from the downtown area while the operation continues. ,0
" attack, now car set on fire outside synagogue - more Islamist terror in ",0
"Gunmans headband reads, We are your soldiers O Muhammad.",0
Please exercise restraint in looking for someone or some group to immediately blame for this. ,0
Live ammunition and stun grenades used by police as they stormed MartinPl cafe moments ago. ,0
"Cartoonists are on the frontline defending freedom of expression. My thoughts are w the  vitims, their loved ones &amp; colleagues",0
"Gathering in support of  at 6pm in Trafalgar Square, London. Please share widely",0
"I woke up today believing Ottawa was a safe place for my family. I'll go to bed tonight thinking the same thing. Stay strong, stay calm.",0
Pic from Conservative MP Nina Grewal of caucus is getting a lot of att'n on Twitter. ,0
Several hostages freed at Jewish supermarket in Paris including a child (R). Photo Thomas Samson ,0
Amateur video shows chaos of @LOC(Paris) @CRIME(shooting),1
" imam of drancy, Paris, condemns attack, says it has nothing to do with Islam, calls on Muslim silent majority to condemn it",0
The magazine @CRIME(attacked) in @LOC(Paris) has a history of bold satire,1
Cartoonists are reacting to the attack on . Freelancer Lindsay Foyle joins us in 10mins. Pic davpope,0
Remember this? Those men died for our right to freedom of speech. Dont let that sacrifice be in vain.  ,0
"Hostages being held in a Sydney cafe; Islamic flag seen in window, local news reports ",0
CNN frustrated by Canadians' lack of panic.,0
It's okay to be scared. We are here for you 613-238-3311 Ottawa,0
"please repost this and stay out of Sydney on New Years, better safe than sorry! ",0
Hes Muslim and hes NOT a TERRORIST  ,0
"Since @ORG(FBI) is investigating the @CRIME(shooting,) isn't Darren Wilson a fugitive &amp; the cops who let him leave accessories after the fact? Ferguson",1
"Terrified faces of hostages taken by jihadists in Sydney.Instead of worrying about image of Islam,worry about them! ",0
@PER(Banksy)’s response to the @CRIME(attack) isn’t by @PER(Banksy). But it is striking,1
The pen is mighter than the sword ,0
Media translatesBy the way I love you 2 Allah Akbar:),0
"Meet Ahmed Merabet, first officer on scene to die at  , ",0
I am a Muslim and I am trully condemning the France Gunmen for their idiotic and barbaric action! ,0
"I am in Paris right now. The mood is somber, but rational: no over-reaction. Free speech, not bigotry. ",0
"3 people appear to escape from Lindt Cafe in Sydney, abcnews reports.",0
Survivors will publish  next week and theyre printing a million copies (10x usual):,0
"If you have pictures or video of the suspect, email them ",0
Images from the scene of the deadly @CRIME(shooting) in @LOC(Ottawa.),1
Every @TIME(28 hours) a @PER(black male) is @CRIME(killed) in the @LOC(United States) by police or vigilantes. Ferguson,1
" SHOOTING: Gunmen still at large, manhunt underway - LIVE UPDATES ",0
Sydney Australia: Not technically ISIS flag but Shahadah flag with Islamic creed on it. Commonly used by militants: ,0
Hezbollah chief: Extremists harm Islam more than cartoons ,0
Daily Mail describing Charlie Hebdo as notoriously anti-Islamic magazine in Paris. See whats already happening?,0
FTs Tony Barber describes  as editorially foolish and stupid  ,0
VIDEO: Helicopter understood to have landed on roof of  siege building during raid ,0
"Salman Rushdie: I stand with , as we all must, to defend the art of satire, which has always been a force for liberty",0
It's okay to be scared.  We are here for you 613-238-3311 Ottawa,0
"Even if they @CRIME(kill) 10 of us, the @ORG(newspaper) will go out next week",1
Headquarters of welt and BILD in Berlin. ,0
"Authorities refuse to say whether Parliament Hill gunman a Canadian citizen, or whether he was one of 90 people on terror surveillance list.",0
Think this ticks all the boxes.,0
@EVENT(Minutes silence) to be held in @LOC(France) at top of the hour to remember victims of the @LOC(Paris) @CRIME(shooting),1
Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands. ,0
Parisian doctor: Lets all subscribe to ...Itll be in my waiting room until I retire. via bourmeau ,0
Francois Hollande ,0
The freedom of speech western hypocrisy.. ,0
"France: Since last night, gunfire and bombings have targeted two mosques, a prayer room, and a Muslim familys car. ",0
Simply put by our French colleagues in solidarity with the journalists of  ,0
People who have died because others were offended: far too many.,0
"Good night, people. May tomorrow be a better day for France, for the world, and for freedom of speech. ",0
Still huge security presence in Ottawa as police search buildings,0
"One of the people in the world I hate the most is Laden, because he tarred the bright face of Islam. ",0
Everything we know about the @CRIME(attack) so far,1
"The appropriate response to  is not to urge respect for Islam, but to assert liberty ",0
Evet! : From Banksy JeSuisCharlie ,0
VIDEO from the scene of fatal shooting in Paris ,0
Fight intimidation with controversy: ’s response to critics ,0
NEWSPAPERS: PUT THE MOHAMMED CARTOON ON YOUR FRONT PAGE TOMORROW. SHOW THEM WHOS RUNNING THIS. ,0
Charlie Hebdo: Fox news anchor suggests skin colour helps identify typical bad guys ,0
"Parisians will take to the streets tonight, for freedom of the press, democracy and the Republic  ",0
The situation in sydney must be hard for 5sos,0
Here are the 3 locations of @CRIME(shootings) in @LOC(Ottawa) around @LOC(Parliament Hill),1
Artists fight violence with images  ,0
A James O’Brien master class in how to deal with people demanding that Muslims apologise for  ,0
Breaking: Reports that the Sydney Opera House has now been evacuated due to findings of a suspicious package. More to come.,0
"As someone raised Muslim, senseless bloodshed in my name is far more offensive to me than any cartoon can ever be ",0
 @PROD(Photos) of the scene unfolding after multiple @CRIME(shootings) in @LOC(Ottawa) this morning.,1
‘Banksy’ Instagram tribute to  victims not posted by artist ,0
"Our thoughts are w/our allies over in France, WhiteHouse spokesman says. ",0
"Charlie Hebdo will publish this week with a print run of 1 million, up from the usual 60,000",0
Texted a friend who works on Parliament Hill got the perfect response,0
BREAKING: Gunmen displaying Islamist flag take hostages in Sydney ,0
BREAKING NEWS: Several hostages freed at Jewish supermarket in Paris: AFP,0
"Talk to @PER(kids) about @LOC(Ottawa) @CRIME(shootings), limit TV exposure, psychologists say",1
Tensions high: French police stop scooter near scene of kosher grocery ,0
Our thoughts are with everyone in @LOC(Ottawa) and those affected by @CRIME(today's events).,1
French police still haven’t found the  killers – here’s the latest: ,0
"Charlie Hebdo magazine is planning a print-run of its next issue of a million copies, not usual 60,000. Expected to sell out",0
Reportedly 3 hostages have come out of the lindt  cafe,0
Wow. Photo from MP Nina Grewal showing the doors of Reading Room Barricaded.  ,0
"2nd hostage situation unfolding in France as SWAT teams respond to situation at grocery in Paris neighborhood - AFP, AP",0
"Ottawa friends—Canadians are with you, coast to coast. OttawaShooting",0
Newsrooms around the world show their support for : ,0
The world stood united to defend free expression ,0
"I may not agree with what you draw but I will defend your right to draw it. That, my friends, is the whole point. ",0
It's impossible to co-exist with @PER(people) who will @CRIME(kill) you over a cartoon,1
"Today, the whole world is Charlie (via diklo69)",0
Convoy of police cars rushing toward town northeast of Paris amid reports of hostage taken - FRANCE24 broadcast,0
Thoughts are with Ottawa today. What is happening is terrible.,0
White male goes on shooting spree troubled nice guy needed help,0
Two police officers have been injured in a @CRIME(shooting) in @LOC(Montrouge) in southern @LOC(Paris),1
A picture of the gunman inside Lindt cafe at Martin Place. Updates: ,0
Charlie Hebdo will print a million copies of its next edition with government and Google help ,0
Basically: there are 1-2 men holding 13 ppl hostage in a café in Sydney and has made some of the hostages hold an islamic flag in the window,0
"Paris, London, Madrid, San Francisco, New York. Video footage from ",0
Pittsburgh Penguins announce they'll play the Canadian national anthem before tonight's game against Philadelphia.,0
Terrible news in Ottawa today. Thoughts and prayers to everyone involved,0
Cartoonists continue to poke at Tyranny. Quite brilliantly too.  ,0
French media report the Trocadero near the Eiffel Tower in Paris has been evacuated and police have been deployed there,0
Ugh: @ORG(Uber) introduces $100 minimum surge pricing during @CRIME(SydneySiege),1
Our thoughts are with all those affected by @CRIME(today's events) in @LOC(Ottawa),1
Post the caricatures in solidarity and respect for the heroes from the satiric magazine  ,0
Ottawa Police Press Release,0
Map: Exclusion zone remains around @LOC(MartinPlace) as the @CRIME(SydneySiege) continues.,1
"No matter where you are in Ottawa, there's a 100% chance your Mom is worried",0
Cartoonists fight back. This may be the best yet. ,0
Days like today make us realize that hockey is only a game. Ottawa be safe.,0
A number of people are being taken away on stretchers; some appear to be the hostages. ,0
"BREAKING: 2 more hostages escape Sydney cafe, local media report",0
And now the Trocadero. I have a very bad feeling about today,0
The first official statement from @ORG(nswpolice) regarding the @CRIME(SydneySiege),1
The world must know his name.,0
2. Killers mentally unstable,0
The paper will continue because they didn’t win.”  vows to continue publishing ,0
2 more people have fled from Sydney cafe where hostages are being held.,0
Police surrounding cafe in central Sydney after reports of hostages being taken,0
"Ottawa, you've been on my mind all day. Keeping you in my heart.",0
"Ottawa don't tweet your location. Don't tweet the location of police units. Resist urge to look at what's happening, get out of the area.",0
How President Obama Sold Out Charlie Hebdo ,0
Update - AP: French police are chasing a Peugeot on A2 motorway and say hostages have been taken northeast of Paris,0
"If there is a bright spot in Ottawa today, it's that Ottawaparamedic did an amazing job keeping that young Soldier alive.",0
"JUST IN: Flag in Sydney cafe window confirmed to be that of Jabah Al-Nusra, says Islamic terror expert on 7 News",0
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside",0
A few of the @CRIME(shooting) inconsistencies but hey let’s not nitpick,1
A good summary via AntonLaGuardia. ,0
" suspects prepared to die as martyrs, they tell police after making contact - French media ",0
"Reports: Armed man takes multiple hostages in Paris kosher grocery store, SWAT teams on scene ",0
Hundreds of Muslims gather outside the Grande Mosquee of Strasbourg to observe a minute of silence ,0
The Pen and the Sword: the latest from MorinToon. ,0
Police vehicles chase  suspects on French motorway ,0
will print 1 million copies next week,0
Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson AFP ,0
At Hong Kongs Foreign Correspondents Club just now. ,0
Charlie Hebdo: There is no way they will make us put down our pens ,0
"Cartoons dont denigrate Islam, executing cartoonists does  FT ",0
The selective release of information by @ORG(Ferguson PD) tells us nothing about the @CRIME(shooting). Instead appears to be a basic smear job.,1
Last night in @LOC(Ferguson) started with joyous hymns calls for peace. @LOC(It) ended with another police @CRIME(shooting). ,1
Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: ,0
Banksy says JeSuisCharlie in a beautiful way (vi lukeeve) ,0
"SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with Abbott’ – report ",0
Our ally Saudi Arabia is such an advocate of free speech that it flogged a liberal blogger with the lash for blasphemy today ,0
"What we know about Sheikh Haron, the suspected hostage taker in SydneySiege ",0
"Charlie Hebdo: We ignored the threat from within our own societies, says Nigel_Farage ",0
Ferguson police say Michael Brown fit description of strong-arm robbery suspect ,0
"Todays cartoon, by DaveBrownToons.  ",0
"BREAKING: Hostages taken in central Sydney café, jihadist flag held against window ",0
"Pens aloft. UK MPs, peers and Parliamentary staff stand in solidarity with the people of France. ",0
New video reportedly shows masked gunmen opening fire at the offices of satirical French magazine .,0
Several Paris supermarket hostages seen being evacuated in photo ,0
Excellent! The new cinema and art critics ,0
Rural region of northern France searched in hunt for  gunmen - latest updates ,0
Charlie Hebdo: The ‘them and us’ narrative is a dangerous downward spiral ,0
How people in France view Muslims: Very positively  ,0
Our thoughts are with all those affected by today’s events in Ottawa.,0
Our thoughts are with all those affected by today's events in Ottawa.,0
If you want to follow the hostage situation in Sydney: ,0
Reports medicos have given CPR to two persons. It is unknown whether they are hostages at this stage. ,0
If true that the  magazine attackers met their fates at a printing shop... well... then the rest of this tweet writes itself.,0
FUCK THE TERRORIST IN PARIS I BREAK THERE FUCKING NECKS,0
Muslims pray for the Friday prayer next to a sign reading ,0
"A dark day for freedom of expression, an appalling human tragedy. ",0
Full GlobeOpinion editorial on slain  journalists:  ,0
BREAKING: More Than a Dozen Hostages Held in Cafe in Sydney; Arabic Flag Placed in Window ,0
 @ORG(CTV) has received confirmation from @LOC(Ottawa) Police that there have been three different @CRIME(shooting) incidents,1
"The @CRIME(shooting) @ORG(Charlie Hebdo), in @LOC(France), is a horrible tragedy.",1
A look at the irreverent covers of : ,0
"BREAKING:  suspects “almost certainly behind hostage taking, say officials: ",0
Nothing has changed. The ONLY difference?  The pictures are in color.  ,0
A man believed to be the gunman filmed wearing a black headband inside the cafe ,0
Hypocrites like faiezakhan in one screen shot.  ,0
Several men in black cagoules were heard to shout the Prophet has been avenged. ,0
"Industrial zone in Dammartin-en-Goël, near Paris, scene of hostage taking and manhunt. More: ",0
The most eloquent responses to todays tragedy have come from the cartoonists. ,0
Several @CRIME(shooting) incidents being investigated in downtown @LOC(Ottawa),1
"For some people, comic is  weapons.",0
BREAKING: Hostage taken after Charlie Hebdo suspects sighted north of Paris ,0
JUST IN: Lindts CEO says there could be as many as 50 hostages inside the cafe in Sydney,0
Above us only sky.  ,0
A heartstopping moment as this hostage gets out of the café,0
Prince Harry signs the book of condolence at the French Embassy in London  (via FranceintheUK) ,0
Police taking people out of Paris grocery where hostages were being held. ,0
These four pillars of press freedom gone...,0
"I deleted my suggestion that Paris attacks be blamed on US drones, when it became apparent that even that EXTREME sarcasm was being missed.",0
Trocadero square in Paris evacuated. Policemen pointing their gun.,0
Emergency responders escort VIPs out of a building near Parliament Hill following @LOC(Ottawa) @CRIME(shooting),1
"A sad day for France, for journalism, for free speech, and those whose beliefs the attackers pretend to represent  ",0
UPDATE: 13 hostages inside Sydney coffee shop near Sydney Opera House; Abbott will deliver a statement shortly.,0
Terror has no religion. Prophet has been Avenged.  ,0
FergusonShooting,0
Charlie Hebdos Last Tweet Spoofed ISIS Leader Al-Baghdadi ,0
True north STONG and free,0
Remembrance Day ceremony in Ottawa is emotional every year. Can't imagine what it will be like this year. The entire country may be there.,0
"Police confirm deaths of four of Frances most celebrated cartoonists Charb, Cabu, Wolinski and Tignous  ",0
A million copies of Charlie Hebdo will be published on Wednesday ,0
RT ctvmercedes: Ottawa: don't tweet your location. Don't tweet the location of police units. Resist urge to look at what's happening,0
Over 65k Twitter users show solidarity with French satirical magazine,0
To the folks attending Saturday's NHL game in Ottawa you're belting out Canada for a whole nation. Let her rip.,0
I feel so much for the hostages in Sydney. I also feel for law-abiding Muslims in Australia. The backlash will be nasty.,0
The German newspaper Berliner Kurier printed a new ,0
The Moderate Muslims merely stand by and watch.,0
Photo of one of the Australian jihadists holding13 hostages in under flag of jihad Sydney,0
FT: Charlie Hebdo was drunk and wearing a short skirt ,0
"The pen is mightier than the sword, and the cowards were afraid of it. So dont stop writing. ",0
ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows DramaAlert HOT! ,0
People are being held hostage in a cafe in Sydney. Very worrying!,0
"Police asking you not tweet abt, retweet, or otherwise report police locations; activity in Ottawa. Help them do jobs safely. Please.",0
but Ill defend to the death your right to say it.,0
BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News,0
UPDATE: Total of 5 people have been able to get out of Sydney cafe during hostage situation:,0
RIP  staff who paid w/ their lives for defending freedom of the press we all benefit from. True heroes. ,0
" journalists provoked their own slaughter, says American Catholic group ",0
Surviving  journalists are to publish the magazines new edition for next week ,0
Pray with me for those being held hostage right now in Sydney.. And for the police and those responsible.. May peace prevail,0
BREAKING UPDATE: US Consulate in Sydney has been evacuated and US Citizens there being warned to be on high alert. Reuters,0
UPDATE: Airspace across Sydney is in lockdown. SydOperaHouse has also been evacuated. 9News,0
Every joke is a tiny revolution. -George Orwell ,0
Parliament caucus room barricaded with chairs,0
Canada showing why its regarded as such a great nation ,0
Surreal photos out of Ottawa: This is a VIP being escorted on Sparks Street,0
Steve Bell on the Charlie Hebdo attackers – cartoon ,0
Thinking about everyone in Ottawa right now. Please be careful and stay safe until the situation is under control.,0
Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands.,0
Especially poignant this week: Bill Hicks on what free speech really means ,0
A picture is worth a thousand words. ,0
Omnipotent gods dont fear free speech. ,0
Over a thousand have gathered at Martin Place to pay their respects  ,0
Unconfirmed reports that  attackers shouted The Prophet is avenged and used a rocket launcher. This is next level.,0
"@PER(Angela Merkel) says @CRIME(shooting) in @LOC(France) is not only @CRIME(attack) on @LOC(French citizens), but on freedoms of press and speech (@ORG(Reuters))",1
Last night in @LOC(Ferguson) started with joyous hymns calls for peace. It ended with another police @CRIME(shooting.),1
French fashion unites again terror: ,0
BREAKING NEWS: A SIXTH HOSTAGE HAS NOW ESCAPED FROM THE CAFE IN SYDNEY.,0
BREAKING: Several more hostages flee from Sydney cafe after loud bang is heard.,0
" Horrible tragedy in Paris today was not done by Muslims, but done by terrorists. Let us unite against hate + pray for peace. ",0
Canadian police warn people in Ottawa to stay away from windows and roofs due to ongoing shooter incident ,0
Every newspaper should publish a free issue of  so we can all see the reason 12 people have died today.,0
15 Cartoons From Artists Responding to,0
"Freedom of expression, it seems, should not be taken for granted. RIP to those who died defending it. ",0
"Police Surround Sydney Cafe, Where Armed Person Holds Hostages ",0
BREAKING: French police descend on town where gunmen resembling suspected  attackers hit gas station ,0
